Path,Line,Tag,Text,ContextBefore,ContextAfter
resolver-go\internal\resolve\deterministic_test.go,138,STUB,// Minimal stub for tests,"func (m *DeterministicMockClient) GetKeyPageState(u string) (acc.KeyPageState, error) {","return acc.KeyPageState{URL: u, Threshold: 1}, nil"
scripts\todo-scan.ps1,1,TODO,# TODO Scanner - Windows PowerShell Wrapper,,"# Scans the repository for TODO, FIXME, XXX, HACK, and other markers"
scripts\todo-scan.ps1,2,TODO,"# Scans the repository for TODO, FIXME, XXX, HACK, and other markers",# TODO Scanner - Windows PowerShell Wrapper,"# Generates reports in JSON, Markdown, and CSV formats"
scripts\todo-scan.ps1,2,FIXME,"# Scans the repository for TODO, FIXME, XXX, HACK, and other markers",# TODO Scanner - Windows PowerShell Wrapper,"# Generates reports in JSON, Markdown, and CSV formats"
scripts\todo-scan.ps1,2,XXX,"# Scans the repository for TODO, FIXME, XXX, HACK, and other markers",# TODO Scanner - Windows PowerShell Wrapper,"# Generates reports in JSON, Markdown, and CSV formats"
scripts\todo-scan.ps1,2,HACK,"# Scans the repository for TODO, FIXME, XXX, HACK, and other markers",# TODO Scanner - Windows PowerShell Wrapper,"# Generates reports in JSON, Markdown, and CSV formats"
scripts\todo-scan.ps1,23,TODO,TODO Scanner for Accumulate DID Repository,"Write-Host @""",
scripts\todo-scan.ps1,26,TODO,.\todo-scan.ps1 [RepoPath] [OPTIONS],USAGE:,
scripts\todo-scan.ps1,35,TODO,.\todo-scan.ps1                                    # Scan current directory,EXAMPLES:,.\todo-scan.ps1 C:\path\to\repo                   # Scan specific repository
scripts\todo-scan.ps1,36,TODO,.\todo-scan.ps1 C:\path\to\repo                   # Scan specific repository,.\todo-scan.ps1                                    # Scan current directory,.\todo-scan.ps1 -UseDocker yes                    # Force Docker usage
scripts\todo-scan.ps1,37,TODO,.\todo-scan.ps1 -UseDocker yes                    # Force Docker usage,.\todo-scan.ps1 C:\path\to\repo                   # Scan specific repository,.\todo-scan.ps1 -UseDocker no                     # Force local Go usage
scripts\todo-scan.ps1,38,TODO,.\todo-scan.ps1 -UseDocker no                     # Force local Go usage,.\todo-scan.ps1 -UseDocker yes                    # Force Docker usage,
scripts\todo-scan.ps1,42,TODO,- todo-report.json     # Machine-readable JSON,Reports are generated in: .\reports\,- todo-report.md       # Human-readable Markdown
scripts\todo-scan.ps1,43,TODO,- todo-report.md       # Human-readable Markdown,- todo-report.json     # Machine-readable JSON,- todo-report.csv      # Spreadsheet-compatible CSV
scripts\todo-scan.ps1,44,TODO,- todo-report.csv      # Spreadsheet-compatible CSV,- todo-report.md       # Human-readable Markdown,
scripts\todo-scan.ps1,100,TODO,"Write-StatusMessage ""🔍"" ""Running TODO scanner locally..."" ""Blue""",function Invoke-LocalScan {,
scripts\todo-scan.ps1,133,TODO,"Write-StatusMessage ""🐳"" ""Running TODO scanner in Docker..."" ""Blue""",function Invoke-DockerScan {,
scripts\todo-scan.ps1,148,TODO,echo 'Running TODO scanner...',"$command = @""",if [[ -f tools/todoscan/main.go ]]; then
scripts\todo-scan.ps1,175,TODO,echo 'Running TODO scanner...',if [[ -f tools/todoscan/main.go ]]; then,go run tools/todoscan/main.go .
scripts\todo-scan.ps1,194,TODO,"$jsonFile = Join-Path $outputDir ""todo-report.json""","$outputDir = Join-Path $RepoPath ""reports""","$mdFile = Join-Path $outputDir ""todo-report.md"""
scripts\todo-scan.ps1,195,TODO,"$mdFile = Join-Path $outputDir ""todo-report.md""","$jsonFile = Join-Path $outputDir ""todo-report.json""","$csvFile = Join-Path $outputDir ""todo-report.csv"""
scripts\todo-scan.ps1,196,TODO,"$csvFile = Join-Path $outputDir ""todo-report.csv""","$mdFile = Join-Path $outputDir ""todo-report.md""",
scripts\todo-scan.ps1,206,TODO,"Write-StatusMessage ""📊"" ""Found $totalCount TODO items"" ""Blue""",$totalCount = $report.totalCount,
scripts\todo-scan.ps1,239,TODO,"Write-Host ""  - Filter by tag: Select-String 'TODO' $mdFile""","Write-Host ""  - Process JSON programmatically: $jsonFile""","Write-Host ""  - Filter by directory: Select-String 'resolver-go' $mdFile"""
scripts\todo-scan.ps1,249,TODO,"Write-StatusMessage ""🔍"" ""TODO Scanner for Accumulate DID Repository"" ""Blue""",,"Write-StatusMessage ""📂"" ""Repository: $RepoPath"" ""Blue"""
scripts\todo-scan.sh,3,TODO,# TODO Scanner - Linux/Docker Wrapper,#,"# Scans the repository for TODO, FIXME, XXX, HACK, and other markers"
scripts\todo-scan.sh,4,TODO,"# Scans the repository for TODO, FIXME, XXX, HACK, and other markers",# TODO Scanner - Linux/Docker Wrapper,"# Generates reports in JSON, Markdown, and CSV formats"
scripts\todo-scan.sh,4,FIXME,"# Scans the repository for TODO, FIXME, XXX, HACK, and other markers",# TODO Scanner - Linux/Docker Wrapper,"# Generates reports in JSON, Markdown, and CSV formats"
scripts\todo-scan.sh,4,XXX,"# Scans the repository for TODO, FIXME, XXX, HACK, and other markers",# TODO Scanner - Linux/Docker Wrapper,"# Generates reports in JSON, Markdown, and CSV formats"
scripts\todo-scan.sh,4,HACK,"# Scans the repository for TODO, FIXME, XXX, HACK, and other markers",# TODO Scanner - Linux/Docker Wrapper,"# Generates reports in JSON, Markdown, and CSV formats"
scripts\todo-scan.sh,27,TODO,Scans a repository for TODO markers and generates reports.,,
scripts\todo-scan.sh,43,TODO,- todo-report.json         # Machine-readable JSON,Reports are generated in: ./reports/,- todo-report.md          # Human-readable Markdown
scripts\todo-scan.sh,44,TODO,- todo-report.md          # Human-readable Markdown,- todo-report.json         # Machine-readable JSON,- todo-report.csv         # Spreadsheet-compatible CSV
scripts\todo-scan.sh,45,TODO,- todo-report.csv         # Spreadsheet-compatible CSV,- todo-report.md          # Human-readable Markdown,EOF
scripts\todo-scan.sh,75,TODO,"echo -e ""${BLUE}🔍${NC} Running TODO scanner locally...""",run_local() {,
scripts\todo-scan.sh,93,TODO,"echo -e ""${BLUE}🐳${NC} Running TODO scanner in Docker...""",run_docker() {,
scripts\todo-scan.sh,103,TODO,echo 'Running TODO scanner...',"docker-compose -f docker-compose.dev.yml run --rm dev bash -c """,if [[ -f tools/todoscan/main.go ]]; then
scripts\todo-scan.sh,122,TODO,echo 'Running TODO scanner...',if [[ -f tools/todoscan/main.go ]]; then,go run tools/todoscan/main.go .
scripts\todo-scan.sh,133,TODO,"local json_file=""$OUTPUT_DIR/todo-report.json""",print_results() {,"local md_file=""$OUTPUT_DIR/todo-report.md"""
scripts\todo-scan.sh,134,TODO,"local md_file=""$OUTPUT_DIR/todo-report.md""","local json_file=""$OUTPUT_DIR/todo-report.json""","local csv_file=""$OUTPUT_DIR/todo-report.csv"""
scripts\todo-scan.sh,135,TODO,"local csv_file=""$OUTPUT_DIR/todo-report.csv""","local md_file=""$OUTPUT_DIR/todo-report.md""",
scripts\todo-scan.sh,143,TODO,"echo -e ""${BLUE}📊${NC} Found ${YELLOW}$total_count${NC} TODO items""","local total_count=$(jq -r '.totalCount // 0' ""$json_file"" 2>/dev/null || echo ""unknown"")",
scripts\todo-scan.sh,168,TODO,"echo ""  - Filter by tag: grep 'TODO' $md_file""","echo ""  - Process JSON programmatically: $json_file""","echo ""  - Filter by directory: grep 'resolver-go' $md_file"""
scripts\todo-scan.sh,181,TODO,"echo -e ""${BLUE}🔍${NC} TODO Scanner for Accumulate DID Repository""",,"echo -e ""${BLUE}📂${NC} Repository: $REPO_PATH"""
spec\BACKLOG.md,41,STUB,| R-004 | Create Accumulate client stub | resolver-go | ✅ DONE | Resolver Builder | internal/acc/client.go + mock.go implemented |,"| R-003 | Implement canonical JSON | resolver-go | 🟡 IN-PROGRESS | Resolver Builder | internal/canon/json.go exists, hash tests failing |",| R-005 | Implement DID resolution logic | resolver-go | ✅ DONE | Resolver Builder | Deterministic resolver with full algorithm |
spec\BACKLOG.md,70,STUB,| G-004 | Create Accumulate client stub | registrar-go | ✅ DONE | Registrar Builder | internal/acc/submit.go + mock.go |,| G-003 | Implement auth policy v1 | registrar-go | ✅ DONE | Registrar Builder | internal/policy/v1.go with acc://<adi>/book/1 |,| G-005 | Implement registration logic | registrar-go | ✅ DONE | Registrar Builder | Complete create/update/deactivate workflows |
spec\BACKLOG.md,133,STUB,| D-006 | Write didcomm.md stub | docs/interop | ✅ DONE | Interop Engineer | docs/interop/didcomm.md exists |,|----|------|-----------|--------|----------|-------|,| D-007 | Write sd-jwt.md stub | docs/interop | ✅ DONE | Interop Engineer | docs/interop/sd-jwt.md exists |
spec\BACKLOG.md,134,STUB,| D-007 | Write sd-jwt.md stub | docs/interop | ✅ DONE | Interop Engineer | docs/interop/sd-jwt.md exists |,| D-006 | Write didcomm.md stub | docs/interop | ✅ DONE | Interop Engineer | docs/interop/didcomm.md exists |,| D-008 | Write bbs.md stub | docs/interop | ✅ DONE | Interop Engineer | docs/interop/bbs.md exists |
